id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,pendidikan,jumlah_pengangguran,satuan,tahun
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMA,15677.0,ORANG,2013
251,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3244.0,ORANG,2013
252,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1208.0,ORANG,2013
253,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SD,15628.0,ORANG,2013
254,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMP,7072.0,ORANG,2013
255,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMA,15100.0,ORANG,2013
256,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,806.0,ORANG,2013
257,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,21089.0,ORANG,2013
258,32,JAWA BARAT,3209,KABUPATEN CIREBON,SD,39607.0,ORANG,2013
259,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMP,45096.0,ORANG,2013
260,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMA,27180.0,ORANG,2013
261,32,JAWA BARAT,3209,KABUPATEN CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,581.0,ORANG,2013
262,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,4693.0,ORANG,2013
263,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SD,13097.0,ORANG,2013
264,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMP,12475.0,ORANG,2013
265,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMA,10888.0,ORANG,2013
266,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2478.0,ORANG,2013
267,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,542.0,ORANG,2013
268,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SD,9907.0,ORANG,2013
269,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMP,11710.0,ORANG,2013
270,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMA,8790.0,ORANG,2013
271,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2189.0,ORANG,2013
272,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7673.0,ORANG,2013
273,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SD,20580.0,ORANG,2013
274,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMP,23787.0,ORANG,2013
275,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMA,23630.0,ORANG,2013
276,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,831.0,ORANG,2013
277,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,4988.0,ORANG,2013
278,32,JAWA BARAT,3213,KABUPATEN SUBANG,SD,12616.0,ORANG,2013
279,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMP,17384.0,ORANG,2013
280,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMA,17016.0,ORANG,2013
281,32,JAWA BARAT,3213,KABUPATEN SUBANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2013
282,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,4642.0,ORANG,2013
283,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SD,13466.0,ORANG,2013
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMP,7200.0,ORANG,2013
285,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMA,11100.0,ORANG,2013
286,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1190.0,ORANG,2013
287,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,9568.0,ORANG,2013
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SD,21659.0,ORANG,2013
289,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMP,32647.0,ORANG,2013
290,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMA,32712.0,ORANG,2013
291,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2013
292,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,11194.0,ORANG,2013
293,32,JAWA BARAT,3216,KABUPATEN BEKASI,SD,16961.0,ORANG,2013
294,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMP,23637.0,ORANG,2013
295,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMA,41959.0,ORANG,2013
296,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4171.0,ORANG,2013
297,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2171.0,ORANG,2013
298,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SD,16750.0,ORANG,2013
299,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMP,16652.0,ORANG,2013
300,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMA,25284.0,ORANG,2013
301,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2409.0,ORANG,2013
302,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2013
303,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SD,0.0,ORANG,2013
304,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMP,0.0,ORANG,2013
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMA,0.0,ORANG,2013
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2013
307,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2920.0,ORANG,2013
308,32,JAWA BARAT,3271,KOTA BOGOR,SD,6864.0,ORANG,2013
309,32,JAWA BARAT,3271,KOTA BOGOR,SMP,11072.0,ORANG,2013
310,32,JAWA BARAT,3271,KOTA BOGOR,SMA,19530.0,ORANG,2013
311,32,JAWA BARAT,3271,KOTA BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3470.0,ORANG,2013
312,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,660.0,ORANG,2013
313,32,JAWA BARAT,3272,KOTA SUKABUMI,SD,2100.0,ORANG,2013
314,32,JAWA BARAT,3272,KOTA SUKABUMI,SMP,1925.0,ORANG,2013
315,32,JAWA BARAT,3272,KOTA SUKABUMI,SMA,9302.0,ORANG,2013
316,32,JAWA BARAT,3272,KOTA SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,901.0,ORANG,2013
317,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,8549.0,ORANG,2013
318,32,JAWA BARAT,3273,KOTA BANDUNG,SD,21903.0,ORANG,2013
319,32,JAWA BARAT,3273,KOTA BANDUNG,SMP,35898.0,ORANG,2013
320,32,JAWA BARAT,3273,KOTA BANDUNG,SMA,53254.0,ORANG,2013
321,32,JAWA BARAT,3273,KOTA BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,10448.0,ORANG,2013
322,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,575.0,ORANG,2013
323,32,JAWA BARAT,3274,KOTA CIREBON,SD,2303.0,ORANG,2013
324,32,JAWA BARAT,3274,KOTA CIREBON,SMP,4172.0,ORANG,2013
325,32,JAWA BARAT,3274,KOTA CIREBON,SMA,5139.0,ORANG,2013
326,32,JAWA BARAT,3274,KOTA CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,622.0,ORANG,2013
327,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2416.0,ORANG,2013
328,32,JAWA BARAT,3275,KOTA BEKASI,SD,1681.0,ORANG,2013
329,32,JAWA BARAT,3275,KOTA BEKASI,SMP,9935.0,ORANG,2013
330,32,JAWA BARAT,3275,KOTA BEKASI,SMA,70453.0,ORANG,2013
331,32,JAWA BARAT,3275,KOTA BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,27217.0,ORANG,2013
332,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,6311.0,ORANG,2013
333,32,JAWA BARAT,3276,KOTA DEPOK,SD,7766.0,ORANG,2013
334,32,JAWA BARAT,3276,KOTA DEPOK,SMP,11261.0,ORANG,2013
335,32,JAWA BARAT,3276,KOTA DEPOK,SMA,36570.0,ORANG,2013
336,32,JAWA BARAT,3276,KOTA DEPOK,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,7794.0,ORANG,2013
337,32,JAWA BARAT,3277,KOTA CIMAHI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2126.0,ORANG,2013
338,32,JAWA BARAT,3277,KOTA CIMAHI,SD,4686.0,ORANG,2013
339,32,JAWA BARAT,3277,KOTA CIMAHI,SMP,5019.0,ORANG,2013
340,32,JAWA BARAT,3277,KOTA CIMAHI,SMA,13456.0,ORANG,2013
341,32,JAWA BARAT,3277,KOTA CIMAHI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4569.0,ORANG,2013
342,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,732.0,ORANG,2013
343,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SD,4301.0,ORANG,2013
344,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMP,2562.0,ORANG,2013
345,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMA,8473.0,ORANG,2013
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,4106.0,ORANG,2013
347,32,JAWA BARAT,3279,KOTA BANJAR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,735.0,ORANG,2013
348,32,JAWA BARAT,3279,KOTA BANJAR,SD,916.0,ORANG,2013
349,32,JAWA BARAT,3279,KOTA BANJAR,SMP,395.0,ORANG,2013
350,32,JAWA BARAT,3279,KOTA BANJAR,SMA,3330.0,ORANG,2013
351,32,JAWA BARAT,3279,KOTA BANJAR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,187.0,ORANG,2013
352,32,JAWA BARAT,3201,KABUPATEN BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,6663.0,ORANG,2014
353,32,JAWA BARAT,3201,KABUPATEN BOGOR,SD,48355.0,ORANG,2014
354,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMP,45949.0,ORANG,2014
355,32,JAWA BARAT,3201,KABUPATEN BOGOR,SMA,70136.0,ORANG,2014
356,32,JAWA BARAT,3201,KABUPATEN BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6119.0,ORANG,2014
357,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,4643.0,ORANG,2014
358,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SD,28726.0,ORANG,2014
359,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMP,32035.0,ORANG,2014
360,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SMA,23017.0,ORANG,2014
361,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2014
362,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,7394.0,ORANG,2014
363,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SD,53515.0,ORANG,2014
364,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMP,50377.0,ORANG,2014
365,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SMA,38595.0,ORANG,2014
366,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3526.0,ORANG,2014
367,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,485.0,ORANG,2014
368,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SD,19024.0,ORANG,2014
369,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMP,31562.0,ORANG,2014
370,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SMA,86974.0,ORANG,2014
371,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2014
372,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,5331.0,ORANG,2014
373,32,JAWA BARAT,3205,KABUPATEN GARUT,SD,12777.0,ORANG,2014
374,32,JAWA BARAT,3205,KABUPATEN GARUT,SMP,20979.0,ORANG,2014
375,32,JAWA BARAT,3205,KABUPATEN GARUT,SMA,38546.0,ORANG,2014
376,32,JAWA BARAT,3205,KABUPATEN GARUT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1185.0,ORANG,2014
377,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2598.0,ORANG,2014
378,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SD,11913.0,ORANG,2014
379,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMP,22589.0,ORANG,2014
380,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SMA,21488.0,ORANG,2014
381,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2014
382,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2014
383,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SD,9624.0,ORANG,2014
384,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMP,12435.0,ORANG,2014
385,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SMA,14831.0,ORANG,2014
386,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,865.0,ORANG,2014
387,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,680.0,ORANG,2014
388,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SD,8545.0,ORANG,2014
389,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMP,9857.0,ORANG,2014
390,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SMA,11705.0,ORANG,2014
391,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1331.0,ORANG,2014
392,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,22187.0,ORANG,2014
393,32,JAWA BARAT,3209,KABUPATEN CIREBON,SD,22361.0,ORANG,2014
394,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMP,31227.0,ORANG,2014
395,32,JAWA BARAT,3209,KABUPATEN CIREBON,SMA,43556.0,ORANG,2014
396,32,JAWA BARAT,3209,KABUPATEN CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2364.0,ORANG,2014
397,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2889.0,ORANG,2014
398,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SD,5961.0,ORANG,2014
399,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMP,10001.0,ORANG,2014
400,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SMA,8551.0,ORANG,2014
401,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,714.0,ORANG,2014
402,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2566.0,ORANG,2014
403,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SD,9767.0,ORANG,2014
404,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMP,12280.0,ORANG,2014
405,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SMA,15447.0,ORANG,2014
406,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1823.0,ORANG,2014
407,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,9630.0,ORANG,2014
408,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SD,14304.0,ORANG,2014
409,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMP,11468.0,ORANG,2014
410,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SMA,24194.0,ORANG,2014
411,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1807.0,ORANG,2014
412,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1499.0,ORANG,2014
413,32,JAWA BARAT,3213,KABUPATEN SUBANG,SD,9060.0,ORANG,2014
414,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMP,17070.0,ORANG,2014
415,32,JAWA BARAT,3213,KABUPATEN SUBANG,SMA,20508.0,ORANG,2014
416,32,JAWA BARAT,3213,KABUPATEN SUBANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1056.0,ORANG,2014
417,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3332.0,ORANG,2014
418,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SD,9362.0,ORANG,2014
419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMP,7726.0,ORANG,2014
420,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SMA,11046.0,ORANG,2014
421,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,439.0,ORANG,2014
422,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,9286.0,ORANG,2014
423,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SD,30284.0,ORANG,2014
424,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMP,29002.0,ORANG,2014
425,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SMA,45432.0,ORANG,2014
426,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2014
427,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,2518.0,ORANG,2014
428,32,JAWA BARAT,3216,KABUPATEN BEKASI,SD,13153.0,ORANG,2014
429,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMP,26218.0,ORANG,2014
430,32,JAWA BARAT,3216,KABUPATEN BEKASI,SMA,51361.0,ORANG,2014
431,32,JAWA BARAT,3216,KABUPATEN BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1186.0,ORANG,2014
432,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2014
433,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SD,9239.0,ORANG,2014
434,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMP,14918.0,ORANG,2014
435,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SMA,21794.0,ORANG,2014
436,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,6020.0,ORANG,2014
437,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2014
438,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SD,0.0,ORANG,2014
439,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMP,0.0,ORANG,2014
440,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SMA,0.0,ORANG,2014
441,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2014
442,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,873.0,ORANG,2014
443,32,JAWA BARAT,3271,KOTA BOGOR,SD,6274.0,ORANG,2014
444,32,JAWA BARAT,3271,KOTA BOGOR,SMP,10148.0,ORANG,2014
445,32,JAWA BARAT,3271,KOTA BOGOR,SMA,23768.0,ORANG,2014
446,32,JAWA BARAT,3271,KOTA BOGOR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,2440.0,ORANG,2014
447,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,206.0,ORANG,2014
448,32,JAWA BARAT,3272,KOTA SUKABUMI,SD,850.0,ORANG,2014
449,32,JAWA BARAT,3272,KOTA SUKABUMI,SMP,3334.0,ORANG,2014
450,32,JAWA BARAT,3272,KOTA SUKABUMI,SMA,10752.0,ORANG,2014
451,32,JAWA BARAT,3272,KOTA SUKABUMI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,941.0,ORANG,2014
452,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1245.0,ORANG,2014
453,32,JAWA BARAT,3273,KOTA BANDUNG,SD,11062.0,ORANG,2014
454,32,JAWA BARAT,3273,KOTA BANDUNG,SMP,13367.0,ORANG,2014
455,32,JAWA BARAT,3273,KOTA BANDUNG,SMA,52693.0,ORANG,2014
456,32,JAWA BARAT,3273,KOTA BANDUNG,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,17604.0,ORANG,2014
457,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,1740.0,ORANG,2014
458,32,JAWA BARAT,3274,KOTA CIREBON,SD,2565.0,ORANG,2014
459,32,JAWA BARAT,3274,KOTA CIREBON,SMP,3085.0,ORANG,2014
460,32,JAWA BARAT,3274,KOTA CIREBON,SMA,6832.0,ORANG,2014
461,32,JAWA BARAT,3274,KOTA CIREBON,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1999.0,ORANG,2014
462,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,0.0,ORANG,2014
463,32,JAWA BARAT,3275,KOTA BEKASI,SD,4139.0,ORANG,2014
464,32,JAWA BARAT,3275,KOTA BEKASI,SMP,11370.0,ORANG,2014
465,32,JAWA BARAT,3275,KOTA BEKASI,SMA,76175.0,ORANG,2014
466,32,JAWA BARAT,3275,KOTA BEKASI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,23959.0,ORANG,2014
467,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,3522.0,ORANG,2014
468,32,JAWA BARAT,3276,KOTA DEPOK,SD,4606.0,ORANG,2014
469,32,JAWA BARAT,3276,KOTA DEPOK,SMP,11566.0,ORANG,2014
470,32,JAWA BARAT,3276,KOTA DEPOK,SMA,56001.0,ORANG,2014
471,32,JAWA BARAT,3276,KOTA DEPOK,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,5208.0,ORANG,2014
472,32,JAWA BARAT,3277,KOTA CIMAHI,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,853.0,ORANG,2014
473,32,JAWA BARAT,3277,KOTA CIMAHI,SD,2728.0,ORANG,2014
474,32,JAWA BARAT,3277,KOTA CIMAHI,SMP,4585.0,ORANG,2014
475,32,JAWA BARAT,3277,KOTA CIMAHI,SMA,13962.0,ORANG,2014
476,32,JAWA BARAT,3277,KOTA CIMAHI,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,3878.0,ORANG,2014
477,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,136.0,ORANG,2014
478,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SD,4185.0,ORANG,2014
479,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMP,4817.0,ORANG,2014
480,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SMA,5154.0,ORANG,2014
481,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,1279.0,ORANG,2014
482,32,JAWA BARAT,3279,KOTA BANJAR,TIDAK/BELUM PERNAH SEKOLAH/TIDAK/BELUM TAMAT SD,125.0,ORANG,2014
483,32,JAWA BARAT,3279,KOTA BANJAR,SD,1277.0,ORANG,2014
484,32,JAWA BARAT,3279,KOTA BANJAR,SMP,1859.0,ORANG,2014
485,32,JAWA BARAT,3279,KOTA BANJAR,SMA,3054.0,ORANG,2014
486,32,JAWA BARAT,3279,KOTA BANJAR,DIPLOMA I/II/III/AKADEMI/UNIVERSITAS,0.0,ORANG,2014
